timestamp,ax,ay,az,gx,gy,gz
1440978,0.9094,0.0272,0.3743,-1.2817,-0.8545,-0.8545
1440998,0.9119,0.0297,0.3729,-0.9766,-0.9155,-0.4883
1441018,0.91,0.0272,0.3722,-0.9155,-1.1597,0.061
1441041,0.8998,0.0277,0.3733,-0.7324,-1.0986,0.061
1441061,0.9025,0.0294,0.3739,-0.4883,-0.6714,0.0
1441081,0.9089,0.0315,0.3701,0.3052,-0.6714,0.0
1441101,0.9025,0.0288,0.3741,1.3428,-0.9766,0.6714
1441121,0.9001,0.0198,0.3729,1.2207,-0.6714,0.7935
1441141,0.8986,0.0217,0.3728,1.0986,-0.3662,0.8545
1441163,0.8977,0.0258,0.3693,1.5259,-0.2441,0.7935
1441183,0.8956,0.0209,0.3698,1.8921,0.0,0.9766
1441207,0.8944,0.0251,0.365,2.1362,0.061,0.9155
1441227,0.8896,0.0236,0.3619,1.8311,0.2441,0.9766
1441247,0.8885,0.0153,0.3694,1.5259,0.9155,0.9766
1441267,0.897,0.0192,0.3734,2.4414,1.0376,0.6104
1441289,0.899,0.0217,0.375,2.3193,0.3662,0.7935
1441309,0.9111,0.0214,0.3756,1.9531,0.7324,0.7324
1441332,0.9156,0.0225,0.373,1.709,0.8545,1.0376
1441352,0.9131,0.0231,0.3774,1.5869,0.4883,0.9766
1441373,0.9119,0.0242,0.3732,1.5259,0.2441,0.7935
1441394,0.9105,0.0194,0.37,1.3428,0.5493,0.3662
1441414,0.9084,0.0187,0.3678,0.6714,0.7324,0.061
1441434,0.9106,0.0189,0.3678,0.6714,0.5493,-0.061
1441454,0.9094,0.0206,0.3662,0.4272,0.3052,-0.2441
1441476,0.9039,0.0215,0.3647,0.4883,0.061,0.1221
1441496,0.9025,0.0205,0.3617,-0.061,-0.1221,0.3052
1441517,0.8934,0.0201,0.363,0.1831,-0.2441,0.2441
1441538,0.8962,0.0221,0.3638,0.4272,-0.1831,0.4883
1441558,0.9011,0.0244,0.3606,0.4272,0.061,0.4883
1441578,0.9065,0.0234,0.3639,0.0,0.3052,0.3662
1441598,0.9117,0.0237,0.3611,-0.2441,0.061,0.3052
1441618,0.9119,0.0225,0.3613,-0.5493,-0.1221,0.1831
1441638,0.9121,0.0248,0.3616,-0.4883,-0.3662,0.061
1441659,0.9084,0.0258,0.3582,-0.5493,-0.7935,0.0
1441679,0.9038,0.0245,0.3611,-0.3052,-0.7935,0.1831
1441699,0.9056,0.0277,0.3619,0.0,-0.7935,0.2441
1441720,0.9059,0.0305,0.3595,0.7324,-0.7324,0.6104
1441740,0.9103,0.0306,0.3632,1.5869,-1.0376,1.2207
1441760,0.908,0.0291,0.3654,1.77,-1.4038,1.5869
1441781,0.9052,0.027,0.3656,2.0142,-1.3428,1.6479
1441801,0.9023,0.0262,0.3694,2.1973,-1.2817,1.77
1441821,0.9038,0.0259,0.3707,2.6855,-1.2817,1.6479
1441841,0.903,0.0272,0.3722,2.9907,-1.1597,1.709
1441861,0.9059,0.0289,0.364,3.0518,-0.8545,1.6479
1441881,0.9082,0.0303,0.3718,3.1128,-0.6104,1.77
1441901,0.9105,0.0228,0.3711,3.3569,-0.6104,1.77
1441921,0.9124,0.0184,0.3699,3.418,-0.6714,2.1362
1441941,0.9098,0.0172,0.3676,2.9297,-0.8545,2.3804
1441961,0.9041,0.0183,0.3684,2.5635,-0.7935,2.5635
1441981,0.9008,0.02,0.3711,2.0752,-0.5493,2.5024
1442001,0.8995,0.0186,0.369,2.0142,-0.6104,2.3193
1442021,0.8964,0.0209,0.3683,1.9531,-0.6714,2.1362
1442042,0.894,0.0269,0.3685,1.5869,-0.6714,1.77
1442062,0.8948,0.0294,0.3679,1.709,-0.6714,1.77
1442082,0.8964,0.027,0.368,1.6479,-0.6104,1.8921
1442102,0.902,0.0229,0.3712,1.2207,-0.7935,1.9531
1442122,0.8999,0.0253,0.3707,1.0376,-0.3662,1.4648
1442142,0.9023,0.0306,0.3679,1.0986,-0.6104,1.5869
1442162,0.9044,0.0336,0.3694,0.9155,-0.3052,1.5259
1442186,0.8992,0.0309,0.3678,0.7935,-0.6714,1.0986
1442206,0.9019,0.0273,0.3682,0.5493,-0.7324,0.9766
1442226,0.9076,0.0354,0.3676,0.4272,-0.3052,0.3662
1442246,0.9059,0.0369,0.3643,0.3052,-0.4272,0.2441
1442267,0.9052,0.0303,0.3663,0.3662,-0.4272,0.061
1442287,0.9122,0.0315,0.3652,-0.061,-0.3662,-0.061
1442307,0.912,0.0375,0.3665,-0.061,-0.061,0.1831
1442329,0.9105,0.0356,0.3663,0.061,-0.4883,0.3052
1442350,0.9087,0.0353,0.364,0.3662,-0.7324,0.9155
1442370,0.9097,0.0363,0.3672,0.5493,-1.0376,1.2207
1442390,0.906,0.0375,0.3688,0.5493,-1.1597,1.0986
1442410,0.9027,0.0381,0.3688,0.6714,-0.9766,1.0986
1442430,0.8994,0.0387,0.3669,0.6714,-0.9766,1.1597
1442450,0.8967,0.0359,0.3657,0.6104,-0.9155,1.2207
1442472,0.8948,0.0349,0.3615,0.4272,-0.8545,1.2207
1442492,0.896,0.0374,0.3662,0.5493,-0.6714,1.1597
1442516,0.8967,0.0414,0.365,0.6104,-0.7324,1.4038
1442536,0.895,0.0376,0.3668,0.7324,-0.9766,1.77
1442556,0.9077,0.0333,0.3668,0.7324,-0.7935,2.0142
1442576,0.9193,0.0345,0.3704,0.7324,-0.8545,1.709
1442598,0.9152,0.0374,0.3773,0.9155,-1.1597,1.6479
1442618,0.9099,0.038,0.3788,1.4648,-1.5259,1.2817
1442642,0.9039,0.0381,0.3756,1.6479,-1.5259,1.0376
1442662,0.902,0.0293,0.3744,1.5259,-1.4648,1.3428
1442682,0.8975,0.0261,0.3739,1.2207,-1.1597,1.3428
1442702,0.8966,0.0267,0.3755,0.7935,-0.9766,1.3428
1442724,0.9,0.0319,0.374,0.5493,-0.7935,1.0986
1442744,0.899,0.0402,0.3722,0.4883,-1.0986,1.2817
1442764,0.9004,0.041,0.3748,0.4272,-1.2207,1.4038
1442784,0.9006,0.0446,0.3756,0.4272,-1.2817,1.2817
1442805,0.9022,0.0481,0.377,0.7935,-1.5259,1.1597
1442829,0.9066,0.0477,0.3765,1.4038,-1.3428,0.7324
1442849,0.9037,0.0457,0.3784,1.6479,-1.5259,0.9155
1442869,0.9033,0.0424,0.3809,1.3428,-1.3428,0.5493
1442889,0.9043,0.0426,0.3785,1.1597,-1.2817,0.4883
1442909,0.9015,0.0433,0.377,1.1597,-1.2207,0.2441
1442929,0.8964,0.0427,0.3766,1.2817,-1.0376,0.1221
1442949,0.8945,0.0411,0.3792,1.0986,-1.1597,0.1221
1442970,0.8971,0.0416,0.376,0.9766,-1.0986,0.1831
1442990,0.8982,0.0408,0.3774,0.7324,-1.4038,0.1831
1443012,0.8994,0.0406,0.3795,0.6104,-1.4648,0.061
1443032,0.8992,0.0431,0.3759,0.6714,-1.4038,-0.1221
1443052,0.8989,0.0458,0.3822,0.7324,-1.5259,-0.6104
1443072,0.8994,0.0433,0.3812,1.3428,-1.709,-0.7935
1443092,0.8959,0.0433,0.38,1.3428,-1.8311,-0.4883
1443112,0.8909,0.0403,0.3798,1.4038,-1.6479,-0.3052
1443135,0.8992,0.0336,0.3831,1.5259,-1.2817,0.061
1443155,0.9064,0.0398,0.382,1.2817,-1.709,0.061
1443175,0.902,0.0369,0.3801,1.6479,-1.77,0.1221
1443196,0.9041,0.038,0.3842,1.5259,-1.6479,0.061
1443216,0.9025,0.035,0.3817,1.709,-1.3428,-0.061
1443236,0.8949,0.0255,0.3834,2.0142,-1.0986,-0.1831
1443256,0.881,0.017,0.3813,1.8921,0.1221,-0.2441
1443276,0.8746,0.0317,0.3877,-1.2207,3.0518,-0.3662
1443296,0.8853,0.037,0.4009,-3.0518,5.188,-0.6714
1443316,0.8969,0.035,0.3978,-2.8076,5.3711,-0.7324
1443336,0.9065,0.0355,0.3896,-1.3428,4.9438,-0.7935
1443356,0.9131,0.0408,0.3834,-0.9155,4.0283,-0.9155
1443378,0.9155,0.0468,0.3743,-0.3052,2.1973,-0.9766
1443399,0.9044,0.0463,0.3751,-0.3662,0.8545,-1.2817
1443419,0.8942,0.0392,0.3713,0.6104,-0.6104,-1.1597
1443441,0.8843,0.0393,0.373,0.9766,-0.7324,-0.9155
1443461,0.8846,0.0369,0.3701,1.6479,-0.9766,-0.1831
1443481,0.8928,0.0276,0.3752,1.709,-1.0986,0.3662
1443501,0.8973,0.0255,0.3785,1.2207,-0.9766,0.9155
1443521,0.902,0.0262,0.3763,1.4038,-1.1597,1.2817
1443541,0.9061,0.0284,0.3727,1.77,-0.9155,1.2207
1443561,0.9097,0.0247,0.375,1.5259,-0.4883,0.9155
1443581,0.9023,0.027,0.3802,0.9155,-0.5493,0.7935
1443601,0.8962,0.031,0.3762,0.3662,-0.4272,0.6714
1443621,0.9003,0.0297,0.3723,0.1831,-0.1831,0.6104
1443641,0.9064,0.0283,0.371,0.0,-0.061,0.5493
1443681,0.9099,0.0393,0.3732,0.061,-0.8545,0.0
1443701,0.9036,0.0414,0.3723,0.3662,-1.4038,-0.1221
1443721,0.8958,0.0399,0.3784,0.7324,-1.4038,0.1831
1443741,0.8932,0.0366,0.3785,0.9155,-1.3428,0.3052
1443762,0.8936,0.0365,0.3806,1.2207,-1.2207,0.7324
1443782,0.8994,0.0348,0.382,1.4038,-1.0376,0.9766
1443802,0.8961,0.0339,0.38,1.4648,-1.2207,1.0986
1443822,0.8932,0.0299,0.3781,1.709,-0.7935,1.3428
1443842,0.8987,0.0284,0.375,1.5869,-0.6104,1.2207
1443862,0.9027,0.0321,0.3713,1.3428,-0.3662,1.0986
1443882,0.8962,0.0297,0.3734,0.9155,-0.7935,1.1597
1443902,0.8947,0.024,0.3789,0.4883,-0.3052,0.8545
1443922,0.8942,0.0295,0.3776,-0.2441,-0.1221,0.5493
1443946,0.8994,0.0354,0.3805,-0.2441,0.1831,0.2441
1443966,0.899,0.0369,0.3842,-0.3052,0.0,0.2441
1443987,0.897,0.0372,0.3845,-0.4272,-0.3662,0.2441
1444007,0.8926,0.0344,0.3845,-0.3052,-0.4272,0.1831
1444027,0.8907,0.0381,0.382,0.0,-0.061,0.061
1444047,0.8936,0.043,0.3838,0.3662,0.1831,-0.061
1444067,0.8988,0.0464,0.3829,0.4272,0.4883,-0.061
1444087,0.9038,0.0422,0.382,0.6714,0.0,0.1221
1444107,0.9067,0.0381,0.3794,0.5493,-0.1831,0.0
1444127,0.907,0.0345,0.3805,0.4883,-0.5493,0.061
1444148,0.9033,0.0352,0.3856,0.4883,-0.5493,-0.061
1444168,0.8969,0.0338,0.384,0.4883,-0.7935,0.0
1444189,0.8976,0.0302,0.3752,0.4883,-0.7935,0.061
1444209,0.9142,0.035,0.3647,0.4883,-0.2441,-0.1831
1444229,0.9196,0.0413,0.3661,0.4883,-0.8545,-0.2441
1444249,0.9115,0.0378,0.3737,-0.1831,-0.7324,-0.1831
1444269,0.9076,0.0375,0.3732,-0.2441,-0.8545,0.0
1444290,0.8993,0.0347,0.3762,-0.3052,-0.4272,-0.1831
1444310,0.8977,0.0339,0.3756,-0.061,-0.2441,-0.3052
1444330,0.896,0.0347,0.3754,0.061,-0.1831,-0.3052
1444350,0.8955,0.0378,0.374,0.1221,0.0,-0.6104
1444370,0.8921,0.0404,0.3743,0.4883,-0.061,-0.5493
1444391,0.8956,0.0391,0.3706,0.4883,0.061,-0.6104
1444411,0.8948,0.0365,0.3733,0.8545,0.1221,-0.4883
1444433,0.8911,0.0361,0.3698,0.9766,0.061,-0.3662
1444453,0.8938,0.0316,0.3715,1.0376,0.1221,-0.3052
1444473,0.8984,0.0287,0.3695,1.0986,0.1831,-0.3052
1444493,0.8948,0.0266,0.3757,0.6104,0.1831,-0.5493
1444513,0.8864,0.0227,0.3789,0.3052,0.1221,-0.8545
1444533,0.8894,0.0248,0.3831,-0.061,0.8545,-1.2207
1444553,0.9064,0.0306,0.3763,0.1221,1.5259,-1.2207
1444573,0.9131,0.0293,0.3756,-0.3052,1.0376,-1.2207
1444593,0.9142,0.0244,0.3732,-0.4272,0.6104,-1.0986
1444614,0.9165,0.0247,0.3715,-0.6104,0.4272,-1.3428
1444634,0.9114,0.0314,0.3728,-0.6104,0.1221,-1.3428
1444654,0.9062,0.0282,0.3695,-0.1221,0.1221,-1.1597
1444674,0.9056,0.0243,0.3718,-0.1831,0.6714,-0.8545
1444696,0.906,0.0305,0.3707,0.3662,0.4883,-0.6104
1444716,0.9055,0.0295,0.371,1.1597,0.6104,0.1831
1444736,0.8981,0.0258,0.37,1.1597,0.7935,1.0376
1444756,0.8959,0.0267,0.3721,1.2817,-0.1831,1.4038
1444776,0.8927,0.0278,0.3795,1.2817,-0.4272,1.4648
1444796,0.89,0.0295,0.3801,1.5869,0.061,1.4648
1444816,0.8918,0.0295,0.3729,1.4038,0.4272,1.5869
1444836,0.8993,0.0314,0.37,1.2817,0.5493,1.2817
1444856,0.9041,0.0322,0.3677,1.1597,1.4038,1.0986
1444876,0.9196,0.0325,0.3691,1.0376,1.0986,0.7324
1444897,0.9144,0.0316,0.368,0.9155,-0.6714,0.6104
